week,team,opponent,hypothetical rating,error
2,Utah,Florida,16.0,7.73
7,Utah,UCLA,16.0,32.46
5,Utah,Arizona State,17.0,22.32
6,Utah,Oregon State,17.0,31.99
4,Utah,San Diego State,17.0,7.24
8,Utah,Southern California,17.0,3.23
3,Utah,Southern Utah,17.0,6.07
10,Utah,Washington State,17.0,0.83
2,Utah,Florida,17.0,10.16
7,Utah,UCLA,17.0,37.46
5,Utah,Arizona State,18.0,18.58
6,Utah,Oregon State,18.0,27.43
4,Utah,San Diego State,18.0,5.2
8,Utah,Southern California,18.0,4.96
3,Utah,Southern Utah,18.0,4.45
10,Utah,Washington State,18.0,0.21
2,Utah,Florida,18.0,12.91
7,Utah,UCLA,18.0,42.82
5,Utah,Arizona State,19.0,15.17
6,Utah,Oregon State,19.0,23.22
4,Utah,San Diego State,19.0,3.49
8,Utah,Southern California,19.0,7.05
3,Utah,Southern Utah,19.0,3.09
10,Utah,Washington State,19.0,0.0
2,Utah,Florida,19.0,15.99
7,Utah,UCLA,19.0,48.53
5,Utah,Arizona State,20.0,12.12
6,Utah,Oregon State,20.0,19.37
4,Utah,San Diego State,20.0,2.12
8,Utah,Southern California,20.0,9.52
3,Utah,Southern Utah,20.0,1.97
10,Utah,Washington State,20.0,0.2
2,Utah,Florida,20.0,19.41
7,Utah,UCLA,20.0,54.61
5,Utah,Arizona State,21.0,9.4
6,Utah,Oregon State,21.0,15.86
4,Utah,San Diego State,21.0,1.09
8,Utah,Southern California,21.0,12.35
3,Utah,Southern Utah,21.0,1.1
10,Utah,Washington State,21.0,0.82
2,Utah,Florida,21.0,23.15
7,Utah,UCLA,21.0,61.04
5,Utah,Arizona State,22.0,7.03
6,Utah,Oregon State,22.0,12.7
4,Utah,San Diego State,22.0,0.4
8,Utah,Southern California,22.0,15.55
3,Utah,Southern Utah,22.0,0.48
10,Utah,Washington State,22.0,1.84
2,Utah,Florida,22.0,27.23
7,Utah,UCLA,22.0,67.83
5,Utah,Arizona State,23.0,5.0
6,Utah,Oregon State,23.0,9.89
4,Utah,San Diego State,23.0,0.05
8,Utah,Southern California,23.0,19.12
3,Utah,Southern Utah,23.0,0.12
10,Utah,Washington State,23.0,3.28
2,Utah,Florida,23.0,31.63
7,Utah,UCLA,23.0,74.98
5,Utah,Arizona State,24.0,3.32
6,Utah,Oregon State,24.0,7.44
4,Utah,San Diego State,24.0,0.04
8,Utah,Southern California,24.0,23.06
3,Utah,Southern Utah,24.0,0.0
10,Utah,Washington State,24.0,5.13
2,Utah,Florida,24.0,36.37
7,Utah,UCLA,24.0,82.48
5,Utah,Arizona State,25.0,1.98
6,Utah,Oregon State,25.0,5.33
4,Utah,San Diego State,25.0,0.36
8,Utah,Southern California,25.0,27.36
3,Utah,Southern Utah,25.0,0.13
10,Utah,Washington State,25.0,7.39
2,Utah,Florida,25.0,41.44
7,Utah,UCLA,25.0,90.35
3,Virginia Tech,Boston College,-9.0,68.31
4,Virginia Tech,Wofford,-9.0,79.91
8,Virginia Tech,Miami (FL),-9.0,6.79
6,Virginia Tech,North Carolina,-9.0,17.44
10,Virginia Tech,North Carolina State,-9.0,57.53
2,Virginia Tech,Old Dominion,-9.0,35.31
7,Virginia Tech,Pittsburgh,-9.0,4.9
5,Virginia Tech,West Virginia,-9.0,7.14
3,Virginia Tech,Boston College,-8.0,61.72
4,Virginia Tech,Wofford,-8.0,73.67
8,Virginia Tech,Miami (FL),-8.0,4.74
6,Virginia Tech,North Carolina,-8.0,21.11
10,Virginia Tech,North Carolina State,-8.0,50.86
2,Virginia Tech,Old Dominion,-8.0,30.65
7,Virginia Tech,Pittsburgh,-8.0,3.21
5,Virginia Tech,West Virginia,-8.0,9.53
3,Virginia Tech,Boston College,-7.0,55.47
4,Virginia Tech,Wofford,-7.0,67.68
8,Virginia Tech,Miami (FL),-7.0,3.05
6,Virginia Tech,North Carolina,-7.0,25.13
10,Virginia Tech,North Carolina State,-7.0,44.6
2,Virginia Tech,Old Dominion,-7.0,26.31
7,Virginia Tech,Pittsburgh,-7.0,1.87
5,Virginia Tech,West Virginia,-7.0,12.26
3,Virginia Tech,Boston College,-6.0,49.55
4,Virginia Tech,Wofford,-6.0,61.95
8,Virginia Tech,Miami (FL),-6.0,1.74
6,Virginia Tech,North Carolina,-6.0,29.5
10,Virginia Tech,North Carolina State,-6.0,38.75
2,Virginia Tech,Old Dominion,-6.0,22.31
7,Virginia Tech,Pittsburgh,-6.0,0.89
5,Virginia Tech,West Virginia,-6.0,15.34
3,Virginia Tech,Boston College,-5.0,43.96
4,Virginia Tech,Wofford,-5.0,56.46
8,Virginia Tech,Miami (FL),-5.0,0.79
6,Virginia Tech,North Carolina,-5.0,34.22
10,Virginia Tech,North Carolina State,-5.0,33.31
2,Virginia Tech,Old Dominion,-5.0,18.64
7,Virginia Tech,Pittsburgh,-5.0,0.27
5,Virginia Tech,West Virginia,-5.0,18.76
3,Virginia Tech,Boston College,-4.0,38.71
4,Virginia Tech,Wofford,-4.0,51.24
8,Virginia Tech,Miami (FL),-4.0,0.21
6,Virginia Tech,North Carolina,-4.0,39.29
10,Virginia Tech,North Carolina State,-4.0,28.28
2,Virginia Tech,Old Dominion,-4.0,15.29
7,Virginia Tech,Pittsburgh,-4.0,0.01
5,Virginia Tech,West Virginia,-4.0,22.52
3,Virginia Tech,Boston College,-3.0,33.79
4,Virginia Tech,Wofford,-3.0,46.26
8,Virginia Tech,Miami (FL),-3.0,0.0
6,Virginia Tech,North Carolina,-3.0,44.71
10,Virginia Tech,North Carolina State,-3.0,23.66
2,Virginia Tech,Old Dominion,-3.0,12.28
7,Virginia Tech,Pittsburgh,-3.0,0.1
5,Virginia Tech,West Virginia,-3.0,26.63
3,Virginia Tech,Boston College,-2.0,29.2
4,Virginia Tech,Wofford,-2.0,41.54
8,Virginia Tech,Miami (FL),-2.0,0.16
6,Virginia Tech,North Carolina,-2.0,50.48
10,Virginia Tech,North Carolina State,-2.0,19.46
2,Virginia Tech,Old Dominion,-2.0,9.6
7,Virginia Tech,Pittsburgh,-2.0,0.56
5,Virginia Tech,West Virginia,-2.0,31.08
3,Virginia Tech,Boston College,-1.0,24.95
4,Virginia Tech,Wofford,-1.0,37.08
8,Virginia Tech,Miami (FL),-1.0,0.68
6,Virginia Tech,North Carolina,-1.0,56.6
10,Virginia Tech,North Carolina State,-1.0,15.66
2,Virginia Tech,Old Dominion,-1.0,7.25
7,Virginia Tech,Pittsburgh,-1.0,1.37
5,Virginia Tech,West Virginia,-1.0,35.88
3,Virginia Tech,Boston College,0.0,21.04
4,Virginia Tech,Wofford,0.0,32.87
8,Virginia Tech,Miami (FL),0.0,1.58
6,Virginia Tech,North Carolina,0.0,63.07
10,Virginia Tech,North Carolina State,0.0,12.28
2,Virginia Tech,Old Dominion,0.0,5.22
7,Virginia Tech,Pittsburgh,0.0,2.54
5,Virginia Tech,West Virginia,0.0,41.01
3,Virginia Tech,Boston College,1.0,17.46
4,Virginia Tech,Wofford,1.0,28.91
8,Virginia Tech,Miami (FL),1.0,2.84
6,Virginia Tech,North Carolina,1.0,69.89
10,Virginia Tech,North Carolina State,1.0,9.31
2,Virginia Tech,Old Dominion,1.0,3.53
7,Virginia Tech,Pittsburgh,1.0,4.07
5,Virginia Tech,West Virginia,1.0,46.5
3,Virginia Tech,Boston College,2.0,14.21
4,Virginia Tech,Wofford,2.0,25.2
8,Virginia Tech,Miami (FL),2.0,4.47
6,Virginia Tech,North Carolina,2.0,77.06
10,Virginia Tech,North Carolina State,2.0,6.75
2,Virginia Tech,Old Dominion,2.0,2.17
7,Virginia Tech,Pittsburgh,2.0,5.95
5,Virginia Tech,West Virginia,2.0,52.32
3,Virginia Tech,Boston College,3.0,11.29
4,Virginia Tech,Wofford,3.0,21.75
8,Virginia Tech,Miami (FL),3.0,6.47
6,Virginia Tech,North Carolina,3.0,84.58
10,Virginia Tech,North Carolina State,3.0,4.6
2,Virginia Tech,Old Dominion,3.0,1.14
7,Virginia Tech,Pittsburgh,3.0,8.19
5,Virginia Tech,West Virginia,3.0,58.49
3,Virginia Tech,Boston College,4.0,8.71
4,Virginia Tech,Wofford,4.0,18.56
8,Virginia Tech,Miami (FL),4.0,8.84
6,Virginia Tech,North Carolina,4.0,92.45
10,Virginia Tech,North Carolina State,4.0,2.86
2,Virginia Tech,Old Dominion,4.0,0.44
7,Virginia Tech,Pittsburgh,4.0,10.79
5,Virginia Tech,West Virginia,4.0,65.01
3,Virginia Tech,Boston College,5.0,6.47
4,Virginia Tech,Wofford,5.0,15.61
8,Virginia Tech,Miami (FL),5.0,11.58
6,Virginia Tech,North Carolina,5.0,100.67
10,Virginia Tech,North Carolina State,5.0,1.53
2,Virginia Tech,Old Dominion,5.0,0.06
7,Virginia Tech,Pittsburgh,5.0,13.75
5,Virginia Tech,West Virginia,5.0,71.86
3,Virginia Tech,Boston College,6.0,4.56
4,Virginia Tech,Wofford,6.0,12.92
8,Virginia Tech,Miami (FL),6.0,14.68
6,Virginia Tech,North Carolina,6.0,109.24
10,Virginia Tech,North Carolina State,6.0,0.61
2,Virginia Tech,Old Dominion,6.0,0.02
7,Virginia Tech,Pittsburgh,6.0,17.07
5,Virginia Tech,West Virginia,6.0,79.06
3,Weber State,Utah State,19.0,8.2
3,Weber State,Utah State,20.0,6.29
3,Weber State,Utah State,21.0,4.64
3,Weber State,Utah State,22.0,3.24
3,Weber State,Utah State,23.0,2.09
3,Weber State,Utah State,24.0,1.19
3,Weber State,Utah State,25.0,0.55
3,Weber State,Utah State,26.0,0.15
3,Weber State,Utah State,27.0,0.0
3,Weber State,Utah State,28.0,0.1
3,Weber State,Utah State,29.0,0.46
3,Weber State,Utah State,30.0,1.06
3,Weber State,Utah State,31.0,1.92
3,Weber State,Utah State,32.0,3.02
3,Weber State,Utah State,33.0,4.38
3,Weber State,Utah State,34.0,5.98
3,Western Michigan,Ball State,-17.0,82.94
9,Western Michigan,Miami (OH),-17.0,155.33
6,Western Michigan,New Hampshire,-17.0,61.92
7,Western Michigan,Eastern Michigan,-17.0,25.62
2,Western Michigan,Michigan State,-17.0,18.01
8,Western Michigan,Ohio,-17.0,1.62
4,Western Michigan,Pittsburgh,-17.0,0.8
5,Western Michigan,San Jose State,-17.0,1.17
3,Western Michigan,Ball State,-16.0,75.66
9,Western Michigan,Miami (OH),-16.0,144.45
6,Western Michigan,New Hampshire,-16.0,56.35
7,Western Michigan,Eastern Michigan,-16.0,30.16
2,Western Michigan,Michigan State,-16.0,14.72
8,Western Michigan,Ohio,-16.0,2.9
4,Western Michigan,Pittsburgh,-16.0,0.23
5,Western Michigan,San Jose State,-16.0,2.22
3,Western Michigan,Ball State,-15.0,68.72
9,Western Michigan,Miami (OH),-15.0,133.96
6,Western Michigan,New Hampshire,-15.0,51.04
7,Western Michigan,Eastern Michigan,-15.0,35.06
2,Western Michigan,Michigan State,-15.0,11.77
8,Western Michigan,Ohio,-15.0,4.54
4,Western Michigan,Pittsburgh,-15.0,0.01
5,Western Michigan,San Jose State,-15.0,3.61
3,Western Michigan,Ball State,-14.0,62.11
9,Western Michigan,Miami (OH),-14.0,123.86
6,Western Michigan,New Hampshire,-14.0,45.99
7,Western Michigan,Eastern Michigan,-14.0,40.33
2,Western Michigan,Michigan State,-14.0,9.15
8,Western Michigan,Ohio,-14.0,6.56
4,Western Michigan,Pittsburgh,-14.0,0.11
5,Western Michigan,San Jose State,-14.0,5.32
3,Western Michigan,Ball State,-13.0,55.84
9,Western Michigan,Miami (OH),-13.0,114.16
6,Western Michigan,New Hampshire,-13.0,41.21
7,Western Michigan,Eastern Michigan,-13.0,45.97
2,Western Michigan,Michigan State,-13.0,6.85
8,Western Michigan,Ohio,-13.0,8.94
4,Western Michigan,Pittsburgh,-13.0,0.56
5,Western Michigan,San Jose State,-13.0,7.37
3,Western Michigan,Ball State,-12.0,49.9
9,Western Michigan,Miami (OH),-12.0,104.85
6,Western Michigan,New Hampshire,-12.0,36.69
7,Western Michigan,Eastern Michigan,-12.0,51.98
2,Western Michigan,Michigan State,-12.0,4.89
8,Western Michigan,Ohio,-12.0,11.69
4,Western Michigan,Pittsburgh,-12.0,1.35
5,Western Michigan,San Jose State,-12.0,9.76
3,Western Michigan,Ball State,-11.0,44.29
9,Western Michigan,Miami (OH),-11.0,95.94
6,Western Michigan,New Hampshire,-11.0,32.43
7,Western Michigan,Eastern Michigan,-11.0,58.36
2,Western Michigan,Michigan State,-11.0,3.26
8,Western Michigan,Ohio,-11.0,14.81
4,Western Michigan,Pittsburgh,-11.0,2.47
5,Western Michigan,San Jose State,-11.0,12.47
3,Western Michigan,Ball State,-10.0,39.02
9,Western Michigan,Miami (OH),-10.0,87.43
6,Western Michigan,New Hampshire,-10.0,28.44
7,Western Michigan,Eastern Michigan,-10.0,65.11
2,Western Michigan,Michigan State,-10.0,1.96
8,Western Michigan,Ohio,-10.0,18.3
4,Western Michigan,Pittsburgh,-10.0,3.94
5,Western Michigan,San Jose State,-10.0,15.52
3,Western Michigan,Ball State,-9.0,34.08
9,Western Michigan,Miami (OH),-9.0,79.31
6,Western Michigan,New Hampshire,-9.0,24.7
7,Western Michigan,Eastern Michigan,-9.0,72.22
2,Western Michigan,Michigan State,-9.0,0.99
8,Western Michigan,Ohio,-9.0,22.15
4,Western Michigan,Pittsburgh,-9.0,5.74
5,Western Michigan,San Jose State,-9.0,18.9
3,Western Michigan,Ball State,-8.0,29.47
9,Western Michigan,Miami (OH),-8.0,71.59
6,Western Michigan,New Hampshire,-8.0,21.23
7,Western Michigan,Eastern Michigan,-8.0,79.71
2,Western Michigan,Michigan State,-8.0,0.34
8,Western Michigan,Ohio,-8.0,26.38
4,Western Michigan,Pittsburgh,-8.0,7.88
5,Western Michigan,San Jose State,-8.0,22.61
3,Western Michigan,Ball State,-7.0,25.2
9,Western Michigan,Miami (OH),-7.0,64.26
6,Western Michigan,New Hampshire,-7.0,18.02
7,Western Michigan,Eastern Michigan,-7.0,87.56
2,Western Michigan,Michigan State,-7.0,0.03
8,Western Michigan,Ohio,-7.0,30.97
4,Western Michigan,Pittsburgh,-7.0,10.36
5,Western Michigan,San Jose State,-7.0,26.66
3,Western Michigan,Ball State,-6.0,21.27
9,Western Michigan,Miami (OH),-6.0,57.33
6,Western Michigan,New Hampshire,-6.0,15.08
7,Western Michigan,Eastern Michigan,-6.0,95.79
2,Western Michigan,Michigan State,-6.0,0.05
8,Western Michigan,Ohio,-6.0,35.93
4,Western Michigan,Pittsburgh,-6.0,13.18
5,Western Michigan,San Jose State,-6.0,31.04
3,Western Michigan,Ball State,-5.0,17.66
9,Western Michigan,Miami (OH),-5.0,50.79
6,Western Michigan,New Hampshire,-5.0,12.4
7,Western Michigan,Eastern Michigan,-5.0,104.38
2,Western Michigan,Michigan State,-5.0,0.4
8,Western Michigan,Ohio,-5.0,41.26
4,Western Michigan,Pittsburgh,-5.0,16.33
5,Western Michigan,San Jose State,-5.0,35.75
3,Western Michigan,Ball State,-4.0,14.4
9,Western Michigan,Miami (OH),-4.0,44.65
6,Western Michigan,New Hampshire,-4.0,9.98
7,Western Michigan,Eastern Michigan,-4.0,113.34
2,Western Michigan,Michigan State,-4.0,1.08
8,Western Michigan,Ohio,-4.0,46.96
4,Western Michigan,Pittsburgh,-4.0,19.83
5,Western Michigan,San Jose State,-4.0,40.8
3,Western Michigan,Ball State,-3.0,11.46
9,Western Michigan,Miami (OH),-3.0,38.91
6,Western Michigan,New Hampshire,-3.0,7.82
7,Western Michigan,Eastern Michigan,-3.0,122.67
2,Western Michigan,Michigan State,-3.0,2.09
8,Western Michigan,Ohio,-3.0,53.03
4,Western Michigan,Pittsburgh,-3.0,23.66
5,Western Michigan,San Jose State,-3.0,46.17
3,Western Michigan,Ball State,-2.0,8.86
9,Western Michigan,Miami (OH),-2.0,33.56
6,Western Michigan,New Hampshire,-2.0,5.92
7,Western Michigan,Eastern Michigan,-2.0,132.37
2,Western Michigan,Michigan State,-2.0,3.43
8,Western Michigan,Ohio,-2.0,59.46
4,Western Michigan,Pittsburgh,-2.0,27.83
5,Western Michigan,San Jose State,-2.0,51.88
8,Army,Colgate,-9.0,52.86
9,Army,Louisiana-Monroe,-9.0,151.72
4,Army,Villanova,-9.0,49.42
2,Army,Coastal Carolina,-9.0,1.04
6,Army,Georgia State,-9.0,12.68
3,Army,Texas-San Antonio,-9.0,8.17
7,Army,Wake Forest,-9.0,27.9
8,Army,Colgate,-8.0,47.59
9,Army,Louisiana-Monroe,-8.0,141.29
4,Army,Villanova,-8.0,44.67
2,Army,Coastal Carolina,-8.0,0.39
6,Army,Georgia State,-8.0,15.79
3,Army,Texas-San Antonio,-8.0,6.04
7,Army,Wake Forest,-8.0,32.47
8,Army,Colgate,-7.0,42.6
9,Army,Louisiana-Monroe,-7.0,131.23
4,Army,Villanova,-7.0,40.17
2,Army,Coastal Carolina,-7.0,0.05
6,Army,Georgia State,-7.0,19.23
3,Army,Texas-San Antonio,-7.0,4.22
7,Army,Wake Forest,-7.0,37.39
8,Army,Colgate,-6.0,37.88
9,Army,Louisiana-Monroe,-6.0,121.54
4,Army,Villanova,-6.0,35.9
2,Army,Coastal Carolina,-6.0,0.03
6,Army,Georgia State,-6.0,23.01
3,Army,Texas-San Antonio,-6.0,2.73
7,Army,Wake Forest,-6.0,42.65
8,Army,Colgate,-5.0,33.45
9,Army,Louisiana-Monroe,-5.0,112.22
4,Army,Villanova,-5.0,31.87
2,Army,Coastal Carolina,-5.0,0.33
6,Army,Georgia State,-5.0,27.13
3,Army,Texas-San Antonio,-5.0,1.56
7,Army,Wake Forest,-5.0,48.26
8,Army,Colgate,-4.0,29.29
9,Army,Louisiana-Monroe,-4.0,103.28
4,Army,Villanova,-4.0,28.09
2,Army,Coastal Carolina,-4.0,0.95
6,Army,Georgia State,-4.0,31.58
3,Army,Texas-San Antonio,-4.0,0.72
7,Army,Wake Forest,-4.0,54.22
8,Army,Colgate,-3.0,25.4
9,Army,Louisiana-Monroe,-3.0,94.7
4,Army,Villanova,-3.0,24.54
2,Army,Coastal Carolina,-3.0,1.89
6,Army,Georgia State,-3.0,36.38
3,Army,Texas-San Antonio,-3.0,0.2
7,Army,Wake Forest,-3.0,60.53
8,Army,Colgate,-2.0,21.79
9,Army,Louisiana-Monroe,-2.0,86.5
4,Army,Villanova,-2.0,21.23
2,Army,Coastal Carolina,-2.0,3.16
6,Army,Georgia State,-2.0,41.52
3,Army,Texas-San Antonio,-2.0,0.0
7,Army,Wake Forest,-2.0,67.18
8,Army,Colgate,-1.0,18.46
9,Army,Louisiana-Monroe,-1.0,78.67
4,Army,Villanova,-1.0,18.16
2,Army,Coastal Carolina,-1.0,4.74
6,Army,Georgia State,-1.0,46.99
3,Army,Texas-San Antonio,-1.0,0.13
7,Army,Wake Forest,-1.0,74.17
8,Army,Colgate,0.0,15.4
9,Army,Louisiana-Monroe,0.0,71.21
4,Army,Villanova,0.0,15.34
2,Army,Coastal Carolina,0.0,6.64
6,Army,Georgia State,0.0,52.8
3,Army,Texas-San Antonio,0.0,0.58
7,Army,Wake Forest,0.0,81.52
8,Army,Colgate,1.0,12.62
9,Army,Louisiana-Monroe,1.0,64.12
4,Army,Villanova,1.0,12.75
2,Army,Coastal Carolina,1.0,8.85
6,Army,Georgia State,1.0,58.96
3,Army,Texas-San Antonio,1.0,1.35
7,Army,Wake Forest,1.0,89.21
8,Army,Colgate,2.0,10.12
9,Army,Louisiana-Monroe,2.0,57.4
4,Army,Villanova,2.0,10.39
2,Army,Coastal Carolina,2.0,11.39
6,Army,Georgia State,2.0,65.45
3,Army,Texas-San Antonio,2.0,2.45
7,Army,Wake Forest,2.0,97.25
8,Army,Colgate,3.0,7.89
9,Army,Louisiana-Monroe,3.0,51.06
4,Army,Villanova,3.0,8.28
2,Army,Coastal Carolina,3.0,14.25
6,Army,Georgia State,3.0,72.28
3,Army,Texas-San Antonio,3.0,3.87
7,Army,Wake Forest,3.0,105.63
8,Army,Colgate,4.0,5.94
9,Army,Louisiana-Monroe,4.0,45.08
4,Army,Villanova,4.0,6.41
2,Army,Coastal Carolina,4.0,17.43
6,Army,Georgia State,4.0,79.45
3,Army,Texas-San Antonio,4.0,5.61
7,Army,Wake Forest,4.0,114.36
8,Army,Colgate,5.0,4.27
9,Army,Louisiana-Monroe,5.0,39.48
4,Army,Villanova,5.0,4.78
2,Army,Coastal Carolina,5.0,20.93
6,Army,Georgia State,5.0,86.96
3,Army,Texas-San Antonio,5.0,7.68
7,Army,Wake Forest,5.0,123.44
8,Army,Colgate,6.0,2.87
9,Army,Louisiana-Monroe,6.0,34.25
4,Army,Villanova,6.0,3.39
2,Army,Coastal Carolina,6.0,24.75
6,Army,Georgia State,6.0,94.81
3,Army,Texas-San Antonio,6.0,10.07
7,Army,Wake Forest,6.0,132.86
7,Ball State,Central Michigan,-13.0,59.83
8,Ball State,Connecticut,-13.0,8.41
4,Ball State,Murray State,-13.0,37.52
6,Ball State,Northern Illinois,-13.0,103.93
9,Ball State,Eastern Michigan,-13.0,0.97
5,Ball State,Georgia Southern,-13.0,16.67
2,Ball State,Tennessee,-13.0,14.05
3,Ball State,Western Michigan,-13.0,1.49
7,Ball State,Central Michigan,-12.0,53.46
8,Ball State,Connecticut,-12.0,6.07
4,Ball State,Murray State,-12.0,33.18
6,Ball State,Northern Illinois,-12.0,95.57
9,Ball State,Eastern Michigan,-12.0,0.29
5,Ball State,Georgia Southern,-12.0,13.46
2,Ball State,Tennessee,-12.0,17.27
3,Ball State,Western Michigan,-12.0,2.66
7,Ball State,Central Michigan,-11.0,47.45
8,Ball State,Connecticut,-11.0,4.11
4,Ball State,Murray State,-11.0,29.1
6,Ball State,Northern Illinois,-11.0,87.57
9,Ball State,Eastern Michigan,-11.0,0.01
5,Ball State,Georgia Southern,-11.0,10.59
2,Ball State,Tennessee,-11.0,20.81
3,Ball State,Western Michigan,-11.0,4.16
7,Ball State,Central Michigan,-10.0,41.8
8,Ball State,Connecticut,-10.0,2.53
4,Ball State,Murray State,-10.0,25.28
6,Ball State,Northern Illinois,-10.0,79.91
9,Ball State,Eastern Michigan,-10.0,0.12
5,Ball State,Georgia Southern,-10.0,8.06
2,Ball State,Tennessee,-10.0,24.68
3,Ball State,Western Michigan,-10.0,5.99
7,Ball State,Central Michigan,-9.0,36.51
8,Ball State,Connecticut,-9.0,1.34
4,Ball State,Murray State,-9.0,21.74
6,Ball State,Northern Illinois,-9.0,72.61
9,Ball State,Eastern Michigan,-9.0,0.63
5,Ball State,Georgia Southern,-9.0,5.88
2,Ball State,Tennessee,-9.0,28.88
3,Ball State,Western Michigan,-9.0,8.16
7,Ball State,Central Michigan,-8.0,31.58
8,Ball State,Connecticut,-8.0,0.52
4,Ball State,Murray State,-8.0,18.46
6,Ball State,Northern Illinois,-8.0,65.65
9,Ball State,Eastern Michigan,-8.0,1.53
5,Ball State,Georgia Southern,-8.0,4.04
2,Ball State,Tennessee,-8.0,33.41
3,Ball State,Western Michigan,-8.0,10.66
7,Ball State,Central Michigan,-7.0,27.0
8,Ball State,Connecticut,-7.0,0.08
4,Ball State,Murray State,-7.0,15.45
6,Ball State,Northern Illinois,-7.0,59.05
9,Ball State,Eastern Michigan,-7.0,2.83
5,Ball State,Georgia Southern,-7.0,2.55
2,Ball State,Tennessee,-7.0,38.27
3,Ball State,Western Michigan,-7.0,13.49
7,Ball State,Central Michigan,-6.0,22.78
8,Ball State,Connecticut,-6.0,0.02
4,Ball State,Murray State,-6.0,12.71
6,Ball State,Northern Illinois,-6.0,52.79
9,Ball State,Eastern Michigan,-6.0,4.53
5,Ball State,Georgia Southern,-6.0,1.39
2,Ball State,Tennessee,-6.0,43.47
3,Ball State,Western Michigan,-6.0,16.66
7,Ball State,Central Michigan,-5.0,18.92
8,Ball State,Connecticut,-5.0,0.34
4,Ball State,Murray State,-5.0,10.23
6,Ball State,Northern Illinois,-5.0,46.89
9,Ball State,Eastern Michigan,-5.0,6.62
5,Ball State,Georgia Southern,-5.0,0.59
2,Ball State,Tennessee,-5.0,48.99
3,Ball State,Western Michigan,-5.0,20.17
7,Ball State,Central Michigan,-4.0,15.42
8,Ball State,Connecticut,-4.0,1.05
4,Ball State,Murray State,-4.0,8.03
6,Ball State,Northern Illinois,-4.0,41.33
9,Ball State,Eastern Michigan,-4.0,9.1
5,Ball State,Georgia Southern,-4.0,0.12
2,Ball State,Tennessee,-4.0,54.84
3,Ball State,Western Michigan,-4.0,24.01
7,Ball State,Central Michigan,-3.0,12.28
8,Ball State,Connecticut,-3.0,2.13
4,Ball State,Murray State,-3.0,6.09
6,Ball State,Northern Illinois,-3.0,36.13
9,Ball State,Eastern Michigan,-3.0,11.98
5,Ball State,Georgia Southern,-3.0,0.0
2,Ball State,Tennessee,-3.0,61.02
3,Ball State,Western Michigan,-3.0,28.18
7,Ball State,Central Michigan,-2.0,9.49
8,Ball State,Connecticut,-2.0,3.59
4,Ball State,Murray State,-2.0,4.42
6,Ball State,Northern Illinois,-2.0,31.27
9,Ball State,Eastern Michigan,-2.0,15.26
5,Ball State,Georgia Southern,-2.0,0.23
2,Ball State,Tennessee,-2.0,67.53
3,Ball State,Western Michigan,-2.0,32.68
7,Ball State,Central Michigan,-1.0,7.06
8,Ball State,Connecticut,-1.0,5.43
4,Ball State,Murray State,-1.0,3.01
6,Ball State,Northern Illinois,-1.0,26.77
9,Ball State,Eastern Michigan,-1.0,18.93
5,Ball State,Georgia Southern,-1.0,0.8
2,Ball State,Tennessee,-1.0,74.38
3,Ball State,Western Michigan,-1.0,37.52
7,Ball State,Central Michigan,0.0,4.99
8,Ball State,Connecticut,0.0,7.65
4,Ball State,Murray State,0.0,1.88
6,Ball State,Northern Illinois,0.0,22.61
9,Ball State,Eastern Michigan,0.0,23.0
5,Ball State,Georgia Southern,0.0,1.71
2,Ball State,Tennessee,0.0,81.55
3,Ball State,Western Michigan,0.0,42.7
7,Ball State,Central Michigan,1.0,3.28
8,Ball State,Connecticut,1.0,10.25
4,Ball State,Murray State,1.0,1.01
6,Ball State,Northern Illinois,1.0,18.81
9,Ball State,Eastern Michigan,1.0,27.46
5,Ball State,Georgia Southern,1.0,2.96
2,Ball State,Tennessee,1.0,89.05
3,Ball State,Western Michigan,1.0,48.2
7,Ball State,Central Michigan,2.0,1.93
8,Ball State,Connecticut,2.0,13.23
4,Ball State,Murray State,2.0,0.41
6,Ball State,Northern Illinois,2.0,15.36
9,Ball State,Eastern Michigan,2.0,32.32
5,Ball State,Georgia Southern,2.0,4.56
2,Ball State,Tennessee,2.0,96.89
3,Ball State,Western Michigan,2.0,54.05
6,Boston College,Louisville,-17.0,154.88
4,Boston College,Maine,-17.0,24.7
7,Boston College,Clemson,-17.0,2.12
10,Boston College,Connecticut,-17.0,1.56
5,Boston College,Florida State,-17.0,0.54
2,Boston College,Rutgers,-17.0,39.28
3,Boston College,Virginia Tech,-17.0,11.9
9,Boston College,Wake Forest,-17.0,1.03
6,Boston College,Louisville,-16.0,144.64
4,Boston College,Maine,-16.0,21.2
7,Boston College,Clemson,-16.0,3.53
10,Boston College,Connecticut,-16.0,0.62
5,Boston College,Florida State,-16.0,0.1
2,Boston College,Rutgers,-16.0,34.35
3,Boston College,Virginia Tech,-16.0,9.25
9,Boston College,Wake Forest,-16.0,0.33
6,Boston College,Louisville,-15.0,134.75
4,Boston College,Maine,-15.0,17.96
7,Boston College,Clemson,-15.0,5.3
10,Boston College,Connecticut,-15.0,0.11
5,Boston College,Florida State,-15.0,0.01
2,Boston College,Rutgers,-15.0,29.75
3,Boston College,Virginia Tech,-15.0,6.93
9,Boston College,Wake Forest,-15.0,0.02
6,Boston College,Louisville,-14.0,125.21
4,Boston College,Maine,-14.0,15.0
7,Boston College,Clemson,-14.0,7.42
